Gaji,Tabungan Lama,Investasi,Pemasukan Lainnya,Tipe,Bahan Pokok,Protein & Gizi Tambahan,Tempat Tinggal,Sandang,Konsumsi Praktis,Barang & Jasa Sekunder,Pengeluaran Tidak Esensial,Pajak,Asuransi,Sosial & Budaya,Tabungan / Investasi
30998000.0,3940000.0,11751000.0,6516000.0,boros,2941000.0,5860000.0,10629000.0,974000.0,13634000.0,10663000.0,2538000.0,956000.0,636000.0,482000.0,3833000.0
9246000.0,958000.0,2708000.0,1058000.0,normal,1033000.0,1674000.0,3144000.0,362000.0,2034000.0,1705000.0,495000.0,307000.0,196000.0,371000.0,2529000.0
21345000.0,5766000.0,9654000.0,3167000.0,boros,2146000.0,6069000.0,8459000.0,468000.0,6667000.0,7622000.0,3145000.0,812000.0,497000.0,490000.0,3456000.0
34959000.0,4008000.0,11749000.0,3104000.0,boros,3579000.0,5605000.0,9671000.0,237000.0,11037000.0,10460000.0,3277000.0,962000.0,1485000.0,685000.0,6312000.0
20560000.0,3245000.0,8688000.0,3728000.0,normal,1937000.0,4786000.0,10630000.0,1103000.0,5847000.0,4700000.0,1447000.0,979000.0,1048000.0,503000.0,3535000.0
7881000.0,1701000.0,2449000.0,1212000.0,normal,1169000.0,2341000.0,4452000.0,166000.0,1423000.0,1399000.0,399000.0,233000.0,169000.0,159000.0,1193000.0
8794000.0,2704000.0,2368000.0,2894000.0,hemat,1113000.0,2890000.0,5701000.0,665000.0,887000.0,986000.0,147000.0,381000.0,355000.0,513000.0,3069000.0
13972000.0,2451000.0,5983000.0,3466000.0,boros,1734000.0,3892000.0,5586000.0,210000.0,4562000.0,5272000.0,2648000.0,160000.0,343000.0,237000.0,1362000.0
1254000.0,190000.0,423000.0,256000.0,normal,234000.0,309000.0,485000.0,37000.0,193000.0,296000.0,140000.0,64000.0,46000.0,37000.0,282000.0
42033000.0,7119000.0,14177000.0,10145000.0,normal,5918000.0,11268000.0,19432000.0,2671000.0,7951000.0,10856000.0,2902000.0,1114000.0,1814000.0,1110000.0,8545000.0
41826000.0,6301000.0,17734000.0,3292000.0,boros,4773000.0,6886000.0,22375000.0,416000.0,10957000.0,12498000.0,3349000.0,583000.0,948000.0,570000.0,5719000.0
50414000.0,6380000.0,23906000.0,6913000.0,normal,7504000.0,12615000.0,26784000.0,1183000.0,10812000.0,9848000.0,3273000.0,1428000.0,2528000.0,2046000.0,10678000.0
7860000.0,1423000.0,2832000.0,1089000.0,boros,1063000.0,1754000.0,2774000.0,376000.0,2351000.0,2782000.0,441000.0,145000.0,202000.0,188000.0,1158000.0
36593000.0,5593000.0,15256000.0,4768000.0,boros,5251000.0,7626000.0,16377000.0,910000.0,11071000.0,12272000.0,4412000.0,467000.0,601000.0,367000.0,2679000.0
42907000.0,7898000.0,14863000.0,6591000.0,hemat,5624000.0,11022000.0,16077000.0,1022000.0,9515000.0,9049000.0,2337000.0,1311000.0,2003000.0,1252000.0,13816000.0
31699000.0,6308000.0,16774000.0,6947000.0,hemat,5868000.0,6793000.0,18905000.0,273000.0,3612000.0,4561000.0,1309000.0,1421000.0,1392000.0,1828000.0,15603000.0
22219000.0,3275000.0,6529000.0,4862000.0,hemat,3468000.0,4779000.0,9479000.0,152000.0,3127000.0,4894000.0,1230000.0,587000.0,1070000.0,1460000.0,6589000.0
20981000.0,3766000.0,5850000.0,3263000.0,boros,2245000.0,4544000.0,7395000.0,1481000.0,7580000.0,6606000.0,2053000.0,160000.0,265000.0,252000.0,1668000.0
8350000.0,1095000.0,4805000.0,1479000.0,boros,715000.0,1574000.0,4122000.0,436000.0,2499000.0,3542000.0,1054000.0,199000.0,199000.0,143000.0,1124000.0
54364000.0,11399000.0,18195000.0,13073000.0,hemat,6659000.0,12418000.0,28507000.0,1938000.0,5697000.0,5951000.0,1827000.0,4869000.0,4171000.0,2161000.0,23065000.0
8309000.0,1554000.0,2084000.0,964000.0,normal,863000.0,1704000.0,3504000.0,195000.0,2091000.0,2003000.0,448000.0,135000.0,236000.0,278000.0,1477000.0
44303000.0,5595000.0,12404000.0,6399000.0,boros,6744000.0,5687000.0,13763000.0,485000.0,16955000.0,12525000.0,6587000.0,917000.0,811000.0,564000.0,3513000.0
48638000.0,10707000.0,23534000.0,5790000.0,normal,7836000.0,13514000.0,13133000.0,908000.0,14080000.0,17008000.0,5620000.0,1613000.0,2027000.0,1004000.0,12361000.0
50985000.0,7364000.0,19875000.0,11571000.0,boros,6433000.0,9087000.0,16576000.0,2133000.0,19616000.0,21507000.0,6209000.0,697000.0,1176000.0,1048000.0,5508000.0
55380000.0,5329000.0,18273000.0,13577000.0,hemat,6357000.0,12795000.0,19846000.0,4097000.0,8111000.0,9573000.0,3633000.0,1248000.0,1208000.0,3885000.0,22367000.0
38369000.0,11660000.0,11862000.0,4150000.0,boros,5280000.0,8528000.0,14254000.0,633000.0,11601000.0,14914000.0,2910000.0,1142000.0,882000.0,1024000.0,5360000.0
7894000.0,1815000.0,2056000.0,2925000.0,normal,1391000.0,1924000.0,3020000.0,264000.0,1914000.0,2108000.0,679000.0,232000.0,311000.0,429000.0,2450000.0
34218000.0,3732000.0,10695000.0,4778000.0,boros,3652000.0,7084000.0,10757000.0,122000.0,13006000.0,10034000.0,3240000.0,524000.0,683000.0,503000.0,3641000.0
25503000.0,4410000.0,10273000.0,4473000.0,normal,5252000.0,5653000.0,13977000.0,1074000.0,5357000.0,4585000.0,2001000.0,919000.0,643000.0,574000.0,5200000.0
44615000.0,4525000.0,11853000.0,6393000.0,normal,4764000.0,14739000.0,15413000.0,1048000.0,7845000.0,10589000.0,3957000.0,1016000.0,986000.0,1285000.0,6656000.0
27342000.0,6800000.0,9673000.0,3183000.0,boros,2860000.0,5797000.0,9150000.0,614000.0,12819000.0,9221000.0,1674000.0,531000.0,399000.0,125000.0,3392000.0
51271000.0,7422000.0,14948000.0,8574000.0,hemat,8974000.0,10091000.0,25013000.0,1866000.0,5949000.0,6782000.0,1841000.0,3083000.0,2960000.0,1551000.0,14727000.0
25994000.0,2359000.0,8104000.0,5636000.0,hemat,2794000.0,7401000.0,11927000.0,709000.0,2327000.0,2521000.0,1042000.0,1585000.0,2176000.0,1099000.0,8831000.0
46267000.0,5817000.0,19049000.0,5282000.0,hemat,6106000.0,11907000.0,21513000.0,1697000.0,7947000.0,5270000.0,1517000.0,2989000.0,1786000.0,2539000.0,12286000.0
50457000.0,11271000.0,18030000.0,14205000.0,hemat,7974000.0,13172000.0,22636000.0,1551000.0,10565000.0,9358000.0,2185000.0,3066000.0,2067000.0,2693000.0,20090000.0
40023000.0,6183000.0,21193000.0,6095000.0,normal,4880000.0,13139000.0,17945000.0,453000.0,10323000.0,9042000.0,4581000.0,1383000.0,1251000.0,1162000.0,8629000.0
49119000.0,6124000.0,14158000.0,7304000.0,hemat,7561000.0,13327000.0,18370000.0,2768000.0,8747000.0,7070000.0,1478000.0,1949000.0,2769000.0,2025000.0,10788000.0
42556000.0,6938000.0,13489000.0,8544000.0,boros,6902000.0,9757000.0,15206000.0,595000.0,13853000.0,15138000.0,5770000.0,305000.0,521000.0,586000.0,3598000.0
44961000.0,8651000.0,22965000.0,6818000.0,boros,6943000.0,6881000.0,15021000.0,1461000.0,23854000.0,17981000.0,6828000.0,594000.0,315000.0,381000.0,3810000.0
19612000.0,2124000.0,6499000.0,2370000.0,boros,1180000.0,2190000.0,5446000.0,321000.0,8699000.0,8402000.0,1877000.0,295000.0,318000.0,360000.0,1353000.0
52390000.0,14335000.0,22263000.0,10390000.0,boros,4242000.0,15607000.0,22487000.0,1095000.0,19965000.0,22380000.0,7688000.0,853000.0,296000.0,638000.0,4349000.0
48030000.0,9274000.0,14802000.0,7587000.0,normal,11817000.0,9855000.0,19669000.0,1485000.0,7285000.0,7554000.0,2549000.0,2329000.0,2216000.0,1164000.0,13630000.0
48655000.0,7046000.0,11960000.0,8718000.0,boros,4548000.0,5197000.0,15516000.0,1207000.0,19466000.0,17362000.0,7503000.0,640000.0,999000.0,210000.0,3018000.0
6931000.0,1095000.0,1981000.0,687000.0,hemat,756000.0,1350000.0,2286000.0,151000.0,1129000.0,1405000.0,369000.0,362000.0,180000.0,605000.0,2239000.0
19569000.0,3976000.0,7691000.0,3464000.0,normal,2232000.0,5284000.0,8072000.0,231000.0,5807000.0,3652000.0,1773000.0,980000.0,778000.0,399000.0,5270000.0
16641000.0,2933000.0,4627000.0,2884000.0,boros,991000.0,3176000.0,5239000.0,514000.0,5043000.0,6960000.0,1305000.0,323000.0,373000.0,300000.0,2568000.0
7362000.0,1863000.0,2655000.0,1100000.0,normal,1104000.0,2293000.0,2984000.0,470000.0,1975000.0,1690000.0,431000.0,249000.0,147000.0,161000.0,1468000.0
46562000.0,11244000.0,19867000.0,14368000.0,boros,6934000.0,6396000.0,17862000.0,558000.0,19065000.0,21522000.0,7861000.0,1380000.0,1198000.0,769000.0,8682000.0
36810000.0,6597000.0,13276000.0,5182000.0,hemat,4027000.0,8047000.0,13519000.0,945000.0,5397000.0,5413000.0,1646000.0,2939000.0,2279000.0,2361000.0,15351000.0
52037000.0,8659000.0,17006000.0,11617000.0,boros,7249000.0,14061000.0,23598000.0,1831000.0,14329000.0,15551000.0,4189000.0,724000.0,1067000.0,1085000.0,6195000.0
35076000.0,3007000.0,9858000.0,5916000.0,hemat,4467000.0,6695000.0,12811000.0,1247000.0,5560000.0,4043000.0,1232000.0,2578000.0,2426000.0,1722000.0,11411000.0
49762000.0,6940000.0,26545000.0,7308000.0,hemat,9047000.0,14206000.0,20005000.0,1157000.0,6875000.0,8804000.0,2201000.0,3092000.0,3202000.0,3381000.0,19018000.0
54189000.0,4913000.0,24601000.0,8799000.0,boros,4663000.0,10295000.0,16471000.0,2674000.0,25655000.0,20765000.0,6212000.0,1003000.0,352000.0,558000.0,4323000.0
41444000.0,4717000.0,13010000.0,7264000.0,boros,3466000.0,9422000.0,14233000.0,671000.0,13074000.0,14908000.0,3617000.0,567000.0,491000.0,879000.0,4780000.0
32583000.0,3291000.0,8623000.0,5915000.0,hemat,3011000.0,5959000.0,11838000.0,1213000.0,3211000.0,4172000.0,1280000.0,1963000.0,2094000.0,1532000.0,14741000.0
14768000.0,2301000.0,3494000.0,3092000.0,hemat,2847000.0,3252000.0,5912000.0,293000.0,1612000.0,2122000.0,556000.0,679000.0,735000.0,804000.0,5049000.0
53685000.0,11307000.0,20893000.0,7069000.0,hemat,4773000.0,9173000.0,20952000.0,2955000.0,9360000.0,11304000.0,4728000.0,3298000.0,3907000.0,3257000.0,18058000.0
50805000.0,7365000.0,12348000.0,8070000.0,hemat,3883000.0,10477000.0,20054000.0,802000.0,8994000.0,5729000.0,2355000.0,2805000.0,2568000.0,2127000.0,18215000.0
21852000.0,3094000.0,6037000.0,4034000.0,boros,1828000.0,3689000.0,5218000.0,701000.0,7881000.0,9711000.0,2188000.0,496000.0,446000.0,354000.0,2444000.0
42424000.0,8594000.0,10189000.0,5995000.0,normal,4364000.0,9469000.0,17925000.0,678000.0,11346000.0,10543000.0,2876000.0,1322000.0,1053000.0,1482000.0,6316000.0
35403000.0,6187000.0,11814000.0,8131000.0,boros,5809000.0,6537000.0,10886000.0,1104000.0,10575000.0,16690000.0,3085000.0,975000.0,678000.0,729000.0,4540000.0
7461000.0,1103000.0,3189000.0,750000.0,hemat,947000.0,1692000.0,3309000.0,186000.0,1114000.0,1337000.0,489000.0,389000.0,392000.0,279000.0,2447000.0
62629000.0,10681000.0,14867000.0,5919000.0,normal,6118000.0,14075000.0,30226000.0,1573000.0,11867000.0,11988000.0,3695000.0,1283000.0,1737000.0,672000.0,9595000.0
1377000.0,269000.0,570000.0,359000.0,normal,198000.0,367000.0,518000.0,81000.0,338000.0,356000.0,161000.0,73000.0,62000.0,49000.0,367000.0
53334000.0,5260000.0,16244000.0,8422000.0,boros,5151000.0,10597000.0,12192000.0,1700000.0,19802000.0,18237000.0,6188000.0,743000.0,940000.0,915000.0,6574000.0
30148000.0,4687000.0,12442000.0,4749000.0,boros,3475000.0,5981000.0,9902000.0,1301000.0,12723000.0,9899000.0,4238000.0,339000.0,610000.0,834000.0,2841000.0
49501000.0,8335000.0,16821000.0,8555000.0,boros,4296000.0,5511000.0,14715000.0,1466000.0,19737000.0,22619000.0,5952000.0,652000.0,728000.0,481000.0,6359000.0
35498000.0,4676000.0,12861000.0,3515000.0,hemat,5023000.0,5686000.0,13068000.0,1228000.0,7189000.0,7378000.0,1666000.0,1994000.0,2349000.0,910000.0,10272000.0
9240000.0,1837000.0,3926000.0,1832000.0,normal,1301000.0,2498000.0,4925000.0,425000.0,2165000.0,2463000.0,782000.0,159000.0,244000.0,261000.0,1828000.0
31262000.0,3510000.0,9947000.0,3826000.0,hemat,2910000.0,6564000.0,7715000.0,1202000.0,5520000.0,4863000.0,1257000.0,2552000.0,1281000.0,1862000.0,12562000.0
54663000.0,7877000.0,15241000.0,10083000.0,normal,6130000.0,8883000.0,23144000.0,1721000.0,16944000.0,13963000.0,4440000.0,895000.0,1844000.0,1378000.0,8917000.0
12516000.0,2701000.0,6258000.0,2636000.0,boros,1162000.0,2159000.0,4341000.0,473000.0,6335000.0,6172000.0,1951000.0,149000.0,246000.0,132000.0,1395000.0
9489000.0,1076000.0,2047000.0,1062000.0,hemat,872000.0,2391000.0,3300000.0,185000.0,1191000.0,1889000.0,250000.0,237000.0,584000.0,362000.0,2504000.0
24904000.0,6659000.0,8015000.0,3214000.0,hemat,3860000.0,6644000.0,9447000.0,420000.0,3907000.0,5262000.0,1263000.0,1864000.0,885000.0,899000.0,8201000.0
48702000.0,13356000.0,13789000.0,5862000.0,normal,6448000.0,11189000.0,22521000.0,1133000.0,9947000.0,12632000.0,3005000.0,1196000.0,2088000.0,1412000.0,9872000.0
39961000.0,14416000.0,9595000.0,6409000.0,hemat,5368000.0,12213000.0,18075000.0,903000.0,5803000.0,8045000.0,941000.0,2458000.0,2477000.0,854000.0,13803000.0
60569000.0,9606000.0,21122000.0,8442000.0,normal,6812000.0,16980000.0,27337000.0,2186000.0,12478000.0,9833000.0,4880000.0,652000.0,1855000.0,2002000.0,13586000.0
56406000.0,7313000.0,16571000.0,7813000.0,normal,6999000.0,11603000.0,20445000.0,1047000.0,12615000.0,18101000.0,3603000.0,1636000.0,1413000.0,842000.0,9563000.0
11658000.0,1505000.0,4201000.0,1570000.0,normal,1637000.0,2987000.0,5769000.0,468000.0,2210000.0,1725000.0,1008000.0,268000.0,211000.0,435000.0,2102000.0
54273000.0,4881000.0,16371000.0,4235000.0,boros,3526000.0,10914000.0,16528000.0,506000.0,15924000.0,17838000.0,6386000.0,894000.0,768000.0,995000.0,4690000.0
38760000.0,8884000.0,13562000.0,10630000.0,boros,4563000.0,10764000.0,20439000.0,2446000.0,11203000.0,14343000.0,2399000.0,1031000.0,1170000.0,790000.0,3984000.0
14578000.0,1298000.0,3653000.0,1632000.0,boros,1175000.0,2284000.0,3463000.0,132000.0,4414000.0,4979000.0,2703000.0,175000.0,151000.0,233000.0,1406000.0
47932000.0,8484000.0,17253000.0,5096000.0,normal,5128000.0,10223000.0,16013000.0,1181000.0,9774000.0,7699000.0,3614000.0,3410000.0,2813000.0,2802000.0,15940000.0
16324000.0,3049000.0,3492000.0,3053000.0,boros,2053000.0,2662000.0,6463000.0,249000.0,5370000.0,6128000.0,905000.0,262000.0,235000.0,179000.0,1156000.0
27839000.0,3503000.0,10987000.0,4172000.0,normal,2570000.0,6255000.0,15414000.0,637000.0,5897000.0,6058000.0,1911000.0,1090000.0,284000.0,562000.0,5901000.0
18312000.0,2071000.0,6295000.0,2500000.0,hemat,3124000.0,4761000.0,6424000.0,610000.0,2549000.0,2558000.0,856000.0,940000.0,1000000.0,495000.0,5811000.0
24197000.0,7723000.0,8367000.0,5809000.0,boros,2543000.0,5231000.0,11633000.0,1339000.0,10195000.0,9904000.0,2611000.0,337000.0,257000.0,315000.0,1654000.0
20450000.0,2831000.0,5877000.0,2419000.0,normal,2633000.0,5686000.0,9434000.0,578000.0,3499000.0,3202000.0,644000.0,713000.0,1118000.0,268000.0,3823000.0
37180000.0,9253000.0,15337000.0,5160000.0,hemat,5558000.0,9181000.0,19777000.0,1777000.0,5677000.0,7511000.0,1277000.0,1302000.0,1942000.0,1376000.0,11554000.0
49110000.0,8272000.0,13113000.0,10754000.0,boros,4004000.0,10068000.0,14307000.0,1039000.0,23614000.0,14880000.0,5193000.0,889000.0,1213000.0,862000.0,4574000.0
2595000.0,360000.0,462000.0,426000.0,boros,247000.0,340000.0,607000.0,49000.0,1110000.0,801000.0,289000.0,58000.0,23000.0,22000.0,262000.0
25745000.0,4913000.0,6467000.0,4268000.0,boros,3789000.0,4626000.0,9871000.0,1026000.0,9205000.0,7583000.0,2839000.0,228000.0,134000.0,289000.0,1964000.0
8942000.0,2869000.0,3237000.0,1157000.0,boros,950000.0,1713000.0,2909000.0,313000.0,3622000.0,3963000.0,943000.0,105000.0,188000.0,338000.0,1204000.0
2263000.0,371000.0,802000.0,470000.0,hemat,512000.0,659000.0,903000.0,67000.0,348000.0,364000.0,102000.0,97000.0,88000.0,46000.0,702000.0
55491000.0,5115000.0,24299000.0,12449000.0,hemat,6043000.0,10395000.0,18047000.0,2224000.0,17037000.0,12406000.0,4351000.0,3420000.0,3295000.0,2112000.0,19560000.0
43854000.0,5382000.0,9914000.0,8963000.0,normal,4710000.0,9344000.0,17595000.0,1750000.0,10479000.0,9099000.0,3047000.0,965000.0,1276000.0,794000.0,8803000.0
26120000.0,6578000.0,5972000.0,7792000.0,hemat,3299000.0,4106000.0,11340000.0,1482000.0,6369000.0,5198000.0,1100000.0,1824000.0,1100000.0,1226000.0,9543000.0
27412000.0,2836000.0,9943000.0,4106000.0,hemat,4465000.0,5238000.0,11301000.0,901000.0,3111000.0,3428000.0,1174000.0,1342000.0,1390000.0,1049000.0,11056000.0
53021000.0,7683000.0,15015000.0,8981000.0,boros,6351000.0,14346000.0,15697000.0,1198000.0,17071000.0,16779000.0,4853000.0,1167000.0,1189000.0,593000.0,4939000.0
34735000.0,6105000.0,10446000.0,6548000.0,hemat,5947000.0,9977000.0,15624000.0,678000.0,4741000.0,4977000.0,1067000.0,1711000.0,2078000.0,922000.0,10350000.0
48749000.0,7000000.0,12837000.0,6931000.0,normal,5120000.0,9247000.0,21926000.0,1248000.0,10241000.0,10224000.0,1253000.0,1725000.0,1213000.0,1451000.0,11452000.0
58185000.0,5760000.0,17863000.0,9647000.0,hemat,5335000.0,13678000.0,25386000.0,1847000.0,8901000.0,8553000.0,2432000.0,1940000.0,2024000.0,2359000.0,19532000.0
58479000.0,9048000.0,13793000.0,8056000.0,hemat,6090000.0,12082000.0,23898000.0,1156000.0,9207000.0,7354000.0,1409000.0,2351000.0,2863000.0,1689000.0,21158000.0
6402000.0,852000.0,2666000.0,1263000.0,boros,663000.0,1205000.0,2409000.0,109000.0,2602000.0,2419000.0,857000.0,92000.0,127000.0,109000.0,707000.0
29911000.0,5621000.0,10201000.0,3668000.0,boros,1980000.0,7085000.0,9488000.0,1588000.0,9191000.0,11584000.0,2408000.0,612000.0,1024000.0,227000.0,4399000.0
39545000.0,4218000.0,12666000.0,8051000.0,boros,4775000.0,7369000.0,14142000.0,1780000.0,14133000.0,12638000.0,3130000.0,506000.0,624000.0,459000.0,4443000.0
29868000.0,5224000.0,9598000.0,3189000.0,normal,3110000.0,7246000.0,13413000.0,287000.0,6280000.0,5292000.0,2771000.0,1072000.0,886000.0,993000.0,5956000.0
17618000.0,1432000.0,7758000.0,3411000.0,hemat,3049000.0,3559000.0,9978000.0,1322000.0,2130000.0,2586000.0,1021000.0,870000.0,696000.0,645000.0,4556000.0
47174000.0,12014000.0,22634000.0,9974000.0,hemat,5091000.0,8229000.0,24312000.0,761000.0,8988000.0,7583000.0,2744000.0,4831000.0,3900000.0,2795000.0,22443000.0
52318000.0,8553000.0,20196000.0,9324000.0,boros,7848000.0,5671000.0,19354000.0,1568000.0,18782000.0,20618000.0,6063000.0,785000.0,1020000.0,1211000.0,6811000.0
59812000.0,4263000.0,14977000.0,4495000.0,normal,6788000.0,10816000.0,26648000.0,654000.0,7904000.0,13343000.0,2074000.0,1597000.0,1504000.0,1648000.0,12170000.0
50523000.0,12284000.0,21959000.0,9048000.0,normal,8657000.0,12438000.0,21496000.0,4067000.0,14254000.0,10401000.0,3980000.0,2454000.0,1973000.0,1583000.0,12073000.0
44510000.0,5755000.0,16951000.0,6928000.0,boros,4433000.0,8897000.0,13999000.0,1583000.0,15114000.0,15296000.0,7303000.0,939000.0,860000.0,594000.0,5778000.0
27913000.0,2258000.0,7007000.0,2732000.0,boros,2962000.0,5539000.0,7776000.0,978000.0,8402000.0,8780000.0,2503000.0,240000.0,367000.0,578000.0,1847000.0
29072000.0,5979000.0,11224000.0,4608000.0,normal,4150000.0,8544000.0,11643000.0,1290000.0,7714000.0,6588000.0,1927000.0,626000.0,946000.0,665000.0,7021000.0
54526000.0,7021000.0,13339000.0,8125000.0,hemat,5545000.0,11910000.0,16716000.0,1482000.0,7663000.0,12120000.0,1963000.0,2888000.0,4174000.0,3087000.0,15404000.0
55585000.0,9658000.0,18046000.0,8273000.0,boros,5697000.0,8291000.0,15589000.0,1124000.0,19944000.0,21083000.0,6306000.0,647000.0,1242000.0,1028000.0,9909000.0
38901000.0,7078000.0,14685000.0,7385000.0,normal,5319000.0,9418000.0,20707000.0,1942000.0,4269000.0,9019000.0,1883000.0,1449000.0,1872000.0,1819000.0,9885000.0
34820000.0,4152000.0,11461000.0,8259000.0,hemat,3315000.0,9392000.0,13884000.0,1369000.0,5267000.0,6297000.0,1224000.0,2562000.0,1729000.0,1782000.0,12331000.0
58125000.0,11075000.0,12471000.0,9104000.0,normal,6472000.0,10967000.0,22564000.0,2259000.0,11203000.0,9315000.0,3876000.0,1068000.0,2640000.0,2522000.0,17267000.0
38322000.0,11132000.0,17387000.0,9051000.0,hemat,5303000.0,11009000.0,18947000.0,1606000.0,6123000.0,7160000.0,1806000.0,1696000.0,2404000.0,3006000.0,17155000.0
55174000.0,7015000.0,18593000.0,11521000.0,hemat,6349000.0,12861000.0,18591000.0,3352000.0,9003000.0,12812000.0,1492000.0,3033000.0,3412000.0,2827000.0,17282000.0
54283000.0,8838000.0,19848000.0,6309000.0,boros,5332000.0,10291000.0,18171000.0,1810000.0,16656000.0,22140000.0,6581000.0,971000.0,979000.0,663000.0,5060000.0
20031000.0,2532000.0,6456000.0,5214000.0,normal,2479000.0,3665000.0,9258000.0,323000.0,5811000.0,5553000.0,1452000.0,858000.0,506000.0,280000.0,3741000.0
9261000.0,1069000.0,2375000.0,2199000.0,boros,1108000.0,1526000.0,2673000.0,217000.0,2867000.0,4047000.0,1092000.0,211000.0,105000.0,135000.0,774000.0
45495000.0,5283000.0,15801000.0,3951000.0,boros,4588000.0,7929000.0,13204000.0,1151000.0,17007000.0,14335000.0,6087000.0,469000.0,567000.0,590000.0,4925000.0
54829000.0,9808000.0,20834000.0,8360000.0,boros,5722000.0,8796000.0,22546000.0,955000.0,20356000.0,16994000.0,6342000.0,1515000.0,1048000.0,1043000.0,8099000.0
50562000.0,10776000.0,18340000.0,11261000.0,normal,5382000.0,11901000.0,23590000.0,2830000.0,13523000.0,11311000.0,4013000.0,1235000.0,2634000.0,1719000.0,13288000.0
46887000.0,10351000.0,26733000.0,8910000.0,normal,5970000.0,16306000.0,25679000.0,1240000.0,10942000.0,10538000.0,3705000.0,1834000.0,1070000.0,1811000.0,12974000.0
46642000.0,12553000.0,18706000.0,9801000.0,boros,5778000.0,10717000.0,17832000.0,820000.0,21781000.0,18284000.0,4099000.0,1108000.0,466000.0,854000.0,5632000.0
22809000.0,5029000.0,11184000.0,6154000.0,boros,3884000.0,5554000.0,10233000.0,975000.0,7080000.0,9043000.0,2023000.0,1028000.0,645000.0,706000.0,3704000.0
52879000.0,9287000.0,24805000.0,6374000.0,hemat,11295000.0,12644000.0,26687000.0,458000.0,7600000.0,5487000.0,3000000.0,3273000.0,2591000.0,1223000.0,19885000.0
